e.emp_id,e.name,e.age,e.job_role,e.salary,e.project,e.join_date,e.department,d.location
487,Brittany Daniel,34,Analyst,137174.43,Delta,2005-01-09,Finance,Chicago
494,John Phillips,29,Consultant,128338.36,Beta,2011-06-20,Finance,Chicago
496,Christopher Cabrera,49,Manager,92994.86,Project6,2001-04-05,Finance,Chicago
500,Philip Duncan,26,Engineer,138431.77,Omega,2013-06-12,Finance,Chicago
505,Ryan Johnson,43,Consultant,121271.68,Delta,1985-04-11,Finance,Chicago
517,Anthony Huerta,49,Manager,117620.44,Delta,2016-09-17,Finance,Chicago
520,Daniel Higgins,55,Consultant,72757.06,Beta,1982-04-07,Finance,Chicago
521,Christopher Reed,23,Consultant,63710.84,Project6,1984-02-05,Finance,Chicago
522,Lauren White,38,Developer,106843.33,Project5,2014-03-19,Finance,Chicago
523,Charles Frederick,51,Consultant,96813.28,Project3,1978-07-09,Finance,Chicago
534,Gene Gonzalez,36,Consultant,51001.57,Beta,2010-07-26,Finance,Chicago
538,Sarah Clark,44,Consultant,114165.68,Project1,1980-04-12,Finance,Chicago
540,Jason Pruitt,32,Manager,127241.78,Project2,2001-01-23,Finance,Chicago
547,Kaitlyn Lawrence,27,Developer,71613.46,Project4,1999-11-06,Finance,Chicago
553,Hannah Parks,28,Engineer,107052.59,Omega,1996-07-15,Finance,Chicago
558,Nathan Craig,46,Manager,106803.53,Alpha,1981-06-19,Finance,Chicago
559,Carlos Johnston,29,Consultant,145139.78,Project3,1973-11-25,Finance,Chicago
563,Scott Green,26,Engineer,128751.41,Project5,2012-02-08,Finance,Chicago
567,Mark Hopkins,22,Manager,53259.72,Gamma,1986-10-21,Finance,Chicago
575,Robert Reed,36,Engineer,144158.39,Project6,1988-11-18,Finance,Chicago
589,Latasha Wallace,29,Engineer,45119.04,Project1,2016-11-26,Finance,Chicago
596,Angela Keith,25,Developer,50801.85,Delta,2011-10-24,Finance,Chicago
597,Ronald Moore,58,Developer,105415.94,Project6,1970-08-08,Finance,Chicago
601,Jennifer Smith,22,Engineer,53221.01,Project5,1989-03-12,Finance,Chicago
608,Benjamin Bautista,36,Consultant,61531.96,Project5,1973-12-22,Finance,Chicago
615,Austin Shelton,38,Manager,134801.28,Omega,1974-10-16,Finance,Chicago
618,Cheyenne Evans,42,Consultant,117777.23,Project2,1993-02-15,Finance,Chicago
637,Tamara Lyons,44,Developer,119803.56,Project1,2009-09-13,Finance,Chicago
642,Michael Barrera,44,Analyst,120475.85,Omega,2005-03-28,Finance,Chicago
646,Michael Hubbard III,29,Manager,93571.55,Alpha,2012-04-29,Finance,Chicago
654,Lydia Brandt,40,Analyst,95306.03,Project6,1992-09-09,Finance,Chicago
658,Heidi Navarro,43,Consultant,88419.72,Project2,2016-03-10,Finance,Chicago
663,Denise Marshall,29,Analyst,42508.01,Project1,1981-04-16,Finance,Chicago
670,Olivia Horton,23,Developer,85175.39,Alpha,1984-11-23,Finance,Chicago
673,Samantha Irwin,44,Manager,143766.58,Project4,2014-08-27,Finance,Chicago
676,David Lowe,26,Engineer,137112.0,Project5,1999-05-28,Finance,Chicago
677,Robert Walker,36,Manager,53421.77,Delta,2005-11-11,Finance,Chicago
682,David Meyer,41,Engineer,142173.19,Project2,2009-10-15,Finance,Chicago
685,Jessica Melton,24,Developer,107440.62,Gamma,2007-02-23,Finance,Chicago
686,Jose Carson,49,Developer,133117.48,Project3,1980-04-11,Finance,Chicago
689,Shannon Jones,36,Consultant,136107.08,Delta,1973-04-01,Finance,Chicago
692,Kayla Fry,48,Developer,73122.89,Beta,1976-12-13,Finance,Chicago
695,Meghan Edwards,34,Analyst,57202.12,Project5,2000-07-09,Finance,Chicago
698,Christopher Castro,56,Developer,46988.31,Project1,1980-11-28,Finance,Chicago
700,Maria Rivera,24,Consultant,84943.3,Project5,2008-07-03,Finance,Chicago
705,Scott Young,23,Developer,81266.07,Project6,1977-01-27,Finance,Chicago
709,Roger Wright,36,Analyst,120529.6,Project5,2000-05-16,Finance,Chicago
712,Michael Alexander,40,Developer,123845.32,Delta,2004-10-20,Finance,Chicago
718,Gregory Smith,56,Analyst,92792.27,Project1,2004-08-24,Finance,Chicago
732,Jason Lee,32,Developer,42940.57,Omega,1995-11-26,Finance,Chicago
734,John Rodriguez,30,Consultant,80654.26,Gamma,2009-07-13,Finance,Chicago
735,Teresa Anderson,36,Consultant,96709.55,Project3,2003-12-28,Finance,Chicago
748,Taylor Hall,41,Analyst,108051.68,Delta,1992-03-13,Finance,Chicago
752,Aimee Johnson,49,Developer,50798.54,Project5,1974-12-28,Finance,Chicago
760,Brian Welch,55,Engineer,99424.68,Project6,1993-01-20,Finance,Chicago
761,Paul Fox,24,Consultant,107516.24,Omega,2019-12-21,Finance,Chicago
762,Mr. Andrew Jones DDS,37,Manager,123539.79,Project2,2008-05-13,Finance,Chicago
763,Jason Melton,36,Consultant,138801.97,Project3,1976-11-13,Finance,Chicago
766,Sabrina Freeman,32,Analyst,58097.58,Omega,1996-03-10,Finance,Chicago
767,John Gould,53,Consultant,86572.04,Project4,2009-07-28,Finance,Chicago
774,Kurt Anderson,41,Developer,104297.31,Project5,2017-05-12,Finance,Chicago
780,Julie Hamilton,28,Engineer,132108.87,Project1,1978-10-05,Finance,Chicago
781,Robert Coleman,35,Engineer,149758.5,Project1,1975-01-29,Finance,Chicago
786,Randy Kidd,41,Manager,94082.44,Omega,2006-06-14,Finance,Chicago
790,Karla Cardenas,31,Analyst,105926.15,Omega,2005-12-25,Finance,Chicago
795,Joshua Jackson,29,Engineer,88258.39,Alpha,2013-05-07,Finance,Chicago
801,Brian Martinez,47,Consultant,69711.48,Delta,2003-07-21,Finance,Chicago
807,Joshua Lawrence,25,Developer,143187.97,Gamma,2012-12-13,Finance,Chicago
809,Joshua Thompson,54,Analyst,104705.91,Delta,2010-12-13,Finance,Chicago
818,Vanessa Sullivan,35,Manager,126499.75,Delta,2020-04-29,Finance,Chicago
824,Anna Johnson,49,Manager,95484.15,Alpha,1986-07-09,Finance,Chicago
836,Destiny Cross,25,Developer,80037.66,Project5,1992-10-13,Finance,Chicago
839,Maria Olson,54,Analyst,140351.35,Gamma,1986-04-08,Finance,Chicago
842,Steven Leon,50,Engineer,147004.21,Delta,1994-07-15,Finance,Chicago
851,Victoria Glass,60,Engineer,52636.01,Gamma,2009-10-22,Finance,Chicago
857,David Ryan,39,Developer,75281.44,Gamma,2014-07-17,Finance,Chicago
860,Karen Wheeler,43,Manager,142824.52,Project3,1989-03-27,Finance,Chicago
864,David Russell,28,Engineer,50298.35,Alpha,1972-07-22,Finance,Chicago
865,Cheryl Martinez,32,Analyst,141988.12,Gamma,2020-07-15,Finance,Chicago
877,Kimberly Torres,54,Consultant,144409.89,Project6,1972-09-23,Finance,Chicago
883,Benjamin Wright,26,Consultant,61702.06,Alpha,1979-08-08,Finance,Chicago
890,Nathan Strickland,26,Consultant,108093.77,Beta,1996-11-02,Finance,Chicago
892,Janice Perez,57,Consultant,138525.66,Gamma,2013-02-09,Finance,Chicago
898,Eric Thompson,27,Analyst,126220.27,Project4,2004-03-22,Finance,Chicago
901,Justin Lewis,22,Manager,69429.53,Project1,2018-04-24,Finance,Chicago
908,Gregory Michael,25,Manager,43016.46,Project3,1989-03-05,Finance,Chicago
909,Julia Pearson,32,Engineer,108573.61,Project3,1991-09-03,Finance,Chicago
913,Joseph Nichols,25,Analyst,95946.02,Project5,1977-06-01,Finance,Chicago
916,Lacey Johnson,38,Engineer,96444.87,Project2,2006-09-11,Finance,Chicago
930,Elizabeth Moore,32,Developer,128782.29,Delta,2002-07-24,Finance,Chicago
933,Rachel Moore,33,Engineer,121092.81,Gamma,2002-06-23,Finance,Chicago
935,Karina Thomas,58,Consultant,119937.08,Project2,1989-02-14,Finance,Chicago
938,Patrick Parker,36,Analyst,95182.24,Delta,2006-02-15,Finance,Chicago
939,Danny Smith,54,Engineer,90794.94,Project6,1976-07-21,Finance,Chicago
940,Gary Lewis,30,Engineer,69509.23,Gamma,1983-05-27,Finance,Chicago
945,Cindy Clark,52,Engineer,133938.33,Project4,1975-11-15,Finance,Chicago
950,Kristina Ellison,45,Manager,136651.01,Alpha,2010-06-16,Finance,Chicago
954,Amy Ortega,47,Manager,149501.9,Project6,1970-09-21,Finance,Chicago
955,Amanda Bradley,29,Manager,106974.18,Project2,1991-12-29,Finance,Chicago
958,Michael Carter,52,Engineer,68223.94,Project3,2010-08-18,Finance,Chicago
966,Bryan Lewis,58,Consultant,104447.18,Project5,1971-02-21,Finance,Chicago
969,Kevin Fox,31,Engineer,140538.08,Project6,2020-10-14,Finance,Chicago
976,David Castillo,59,Engineer,105895.57,Omega,1987-10-09,Finance,Chicago
978,Brian Edwards,28,Consultant,143182.65,Gamma,1977-09-29,Finance,Chicago
982,Michael Jackson,30,Analyst,88248.45,Delta,1971-05-19,Finance,Chicago
986,Ryan Wright,56,Developer,94950.91,Project3,1971-03-11,Finance,Chicago
987,Christie Andrade,36,Developer,125833.29,Omega,2001-08-20,Finance,Chicago
991,Lori Hurst,46,Developer,41720.41,Project1,1995-04-08,Finance,Chicago
992,Erin Evans,41,Engineer,74764.97,Alpha,1975-02-21,Finance,Chicago
995,Gary Cole,29,Manager,51455.19,Project1,2020-08-30,Finance,Chicago
996,Melissa Black,58,Engineer,95350.65,Project1,1998-05-09,Finance,Chicago
1000,Susan Haynes,24,Analyst,55498.74,Project5,1979-04-21,Finance,Chicago
3,Tracy Martin,42,Analyst,94998.96,Alpha,1982-04-06,HR,New York
5,Sean Mccarthy,58,Engineer,109255.6,Project3,1992-01-06,HR,New York
7,Paul Richardson,43,Developer,70533.66,Alpha,1991-09-21,HR,New York
19,Robin Vincent,36,Manager,115581.66,Gamma,1981-11-15,HR,New York
29,Allen Boyer,43,Manager,44023.43,Gamma,1980-08-03,HR,New York
30,Cheryl Moore,43,Manager,131831.15,Delta,1995-09-16,HR,New York
38,Jennifer Smith,34,Manager,106576.77,Alpha,1979-11-25,HR,New York
45,Eric Guzman,23,Analyst,91900.5,Alpha,1994-11-01,HR,New York
55,Kelsey Rivera,34,Engineer,84462.9,Omega,2001-02-15,HR,New York
68,Bryan Mccoy,37,Manager,53512.48,Project1,1986-09-25,HR,New York
72,Christopher Park,37,Consultant,96838.59,Project5,1984-12-20,HR,New York
83,Allen Lee,36,Engineer,104205.39,Project2,2007-11-17,HR,New York
86,Pamela Hunt,27,Manager,45437.14,Beta,1971-03-05,HR,New York
89,James Bender,46,Developer,132623.69,Project5,1998-02-11,HR,New York
90,Lisa Woodward,59,Developer,76895.3,Project2,1992-04-06,HR,New York
91,Christine Hamilton,28,Consultant,106328.36,Beta,1991-06-04,HR,New York
92,Michael Rivers,58,Developer,41059.75,Delta,1977-05-04,HR,New York
94,Mario Arnold,38,Engineer,72965.89,Project1,2005-03-25,HR,New York
95,Dylan Lopez,37,Consultant,71902.75,Project5,2016-03-11,HR,New York
106,Michael Graham,36,Engineer,55263.8,Delta,2011-07-01,HR,New York
112,Karen Cooper,26,Developer,140701.74,Beta,1973-03-08,HR,New York
117,Terri Johnson,49,Consultant,54662.44,Project6,2002-02-16,HR,New York
118,Raymond Jones,37,Manager,129531.79,Project3,1973-02-27,HR,New York
120,Debbie Hernandez,41,Developer,71438.12,Project6,2024-08-27,HR,New York
141,Ryan Grant,37,Engineer,85047.83,Omega,1995-01-03,HR,New York
143,William Miller,47,Analyst,63903.27,Project5,1987-01-14,HR,New York
144,Hailey Gonzalez,36,Analyst,132214.64,Project5,1973-08-23,HR,New York
146,Tammy Robertson,25,Manager,117787.61,Alpha,2015-06-15,HR,New York
147,Allison Quinn,31,Engineer,51978.51,Project6,2019-07-31,HR,New York
151,Ryan Rivera,51,Manager,95312.42,Project6,1997-11-16,HR,New York
160,Lisa Marks,40,Analyst,100723.31,Delta,2009-06-05,HR,New York
161,Walter Gonzalez,39,Manager,52163.98,Delta,1988-11-04,HR,New York
169,Tom Henderson,47,Manager,69033.14,Project6,1999-09-21,HR,New York
174,Amanda Patton,48,Manager,58258.22,Project3,1995-08-04,HR,New York
184,Michael Wolf,54,Analyst,123993.18,Project4,2023-08-24,HR,New York
185,Mindy Day,29,Developer,109756.37,Project4,2014-05-10,HR,New York
186,Timothy Carter,23,Developer,74852.77,Project2,1999-11-19,HR,New York
204,Douglas Sellers DDS,53,Developer,79268.62,Beta,1975-08-12,HR,New York
209,Megan Sparks,36,Consultant,145708.71,Alpha,2019-06-16,HR,New York
210,Richard Franklin,24,Consultant,108576.66,Alpha,1995-08-16,HR,New York
212,James Curtis,22,Manager,102078.27,Project5,2015-02-16,HR,New York
213,Daniel Duncan,51,Developer,123666.48,Omega,2002-04-25,HR,New York
222,David Cameron,52,Engineer,63780.04,Project6,1981-02-19,HR,New York
223,Samantha Huff,60,Analyst,59573.96,Project4,1993-09-01,HR,New York
236,David Frey,25,Engineer,147845.54,Delta,2023-05-24,HR,New York
249,Todd Ross,45,Manager,80695.37,Project2,2013-03-05,HR,New York
253,Leonard Powell,43,Analyst,70457.12,Project3,2004-06-19,HR,New York
256,Amber Charles,35,Engineer,43375.61,Alpha,2011-12-17,HR,New York
259,Lindsey Andersen,45,Analyst,81807.37,Delta,1989-01-13,HR,New York
263,Megan Jimenez,51,Consultant,80248.56,Delta,1981-08-20,HR,New York
264,Jonathan Brown,25,Manager,90149.91,Project1,1995-01-01,HR,New York
266,Deanna Weber,26,Developer,67346.91,Project1,1995-04-03,HR,New York
277,Vincent Sanchez,54,Analyst,96949.56,Alpha,1977-03-07,HR,New York
281,April Adams,56,Manager,139716.71,Omega,1972-04-28,HR,New York
294,James Mccarthy,23,Analyst,91206.32,Project5,2003-11-07,HR,New York
298,Thomas Nguyen,28,Developer,148805.24,Project2,2018-12-17,HR,New York
301,Scott Davis,34,Engineer,73911.67,Gamma,1983-09-27,HR,New York
306,Duane Scott,57,Consultant,85146.12,Project6,2009-07-29,HR,New York
310,Danielle Weber,27,Developer,56662.2,Project6,2012-10-17,HR,New York
319,Sarah Mack,35,Analyst,116871.98,Project3,1982-04-01,HR,New York
321,Janice Reyes,45,Consultant,46020.99,Beta,2010-05-24,HR,New York
323,Jay Phillips,46,Engineer,43295.44,Beta,1997-12-23,HR,New York
326,Cynthia Bell,57,Developer,52255.97,Beta,1972-03-07,HR,New York
343,Sheila Parks,40,Consultant,52173.09,Omega,1991-08-05,HR,New York
345,Amy Stokes,43,Engineer,56737.87,Delta,2019-09-05,HR,New York
346,Jacqueline Garcia,36,Manager,93891.0,Project6,1994-01-05,HR,New York
349,Maria Johnson,34,Engineer,124231.56,Project4,1974-11-11,HR,New York
351,Cassie Marsh,35,Analyst,64379.75,Gamma,2016-12-13,HR,New York
352,Jose Richards,35,Consultant,122060.69,Project6,2022-09-25,HR,New York
353,Christine Miller,24,Manager,112301.09,Project1,1976-08-02,HR,New York
355,Jeremy Stanley,22,Manager,93723.1,Alpha,2010-02-20,HR,New York
371,Blake Cochran Jr.,35,Consultant,135767.72,Alpha,1994-03-07,HR,New York
375,Richard Brooks,37,Consultant,148072.22,Gamma,2013-08-25,HR,New York
385,Amanda Bond,26,Engineer,88891.38,Project2,1986-05-13,HR,New York
392,Kelly Smith,28,Analyst,80537.56,Project3,1979-05-08,HR,New York
393,Paul Peterson,33,Analyst,88506.54,Project6,2024-04-22,HR,New York
406,Louis Hawkins,59,Engineer,71048.88,Project3,2019-09-15,HR,New York
426,William Schaefer,60,Engineer,49969.84,Project5,1970-08-31,HR,New York
434,Kyle Taylor,51,Analyst,45502.09,Project3,2011-02-05,HR,New York
437,Thomas Nguyen,32,Analyst,64873.41,Project4,1974-10-11,HR,New York
440,Marcus Jackson,25,Developer,87695.33,Project3,2019-04-01,HR,New York
444,Rachel Peterson MD,40,Engineer,57895.53,Project3,1971-03-06,HR,New York
445,Amy Romero,24,Analyst,94729.18,Delta,1972-07-26,HR,New York
449,Miss Christine Nelson,30,Analyst,132338.06,Gamma,1997-04-28,HR,New York
455,Michael Robbins,29,Engineer,110606.61,Beta,2020-02-13,HR,New York
456,Ashley Frank,37,Developer,49669.44,Alpha,1984-04-20,HR,New York
460,Chris Shelton,38,Developer,124853.22,Project1,1984-05-18,HR,New York
461,Elizabeth Mcmillan,55,Developer,45746.54,Project5,1991-07-06,HR,New York
462,Kevin Waters,33,Analyst,101982.57,Project4,2019-03-07,HR,New York
464,Christopher Sullivan,42,Consultant,84684.37,Project6,2007-04-04,HR,New York
474,Allison Montoya,46,Consultant,81756.77,Gamma,1984-02-19,HR,New York
478,Julia Chavez,55,Engineer,117376.65,Delta,2022-06-20,HR,New York
479,Jasmine Gonzalez,55,Developer,41662.11,Project5,1975-09-28,HR,New York
480,Robert Tate,57,Consultant,100588.22,Project2,2024-03-31,HR,New York
484,Sandra Mcmahon,26,Consultant,108220.97,Project6,1987-10-19,HR,New York
488,Joseph Elliott,56,Analyst,64309.99,Omega,1987-12-14,HR,New York
489,Jennifer Carr,37,Developer,88678.74,Project4,1992-09-18,HR,New York
499,Carrie Davenport,40,Analyst,49671.72,Project2,1997-07-22,HR,New York
502,Dakota Reyes,30,Developer,115660.38,Alpha,2012-04-07,HR,New York
508,Leonard Gray,39,Consultant,110000.43,Beta,2011-11-08,HR,New York
510,Steve Crawford,40,Developer,140939.82,Gamma,2005-01-27,HR,New York
511,Angela Mccarthy,43,Developer,68576.08,Project2,1991-07-05,HR,New York
518,Andrea Berry,55,Analyst,117469.59,Project2,2012-02-26,HR,New York
528,Katherine Deleon,37,Manager,135331.37,Gamma,1975-05-04,HR,New York
530,Shannon Vaughan,30,Consultant,93494.6,Project3,1999-02-16,HR,New York
531,Andrea Sparks,38,Consultant,100774.34,Omega,1995-09-14,HR,New York
535,William Randolph,35,Consultant,123101.03,Gamma,1986-03-18,HR,New York
541,Lisa Rush,34,Consultant,110161.11,Project3,2016-09-30,HR,New York
543,Jesse Sparks,31,Engineer,113612.09,Beta,2010-05-10,HR,New York
546,Ronald Mccarthy,30,Consultant,57855.97,Beta,1983-06-20,HR,New York
554,Christopher Weber,53,Manager,61951.52,Project5,2008-01-14,HR,New York
571,Laura Barry,59,Consultant,138199.51,Gamma,1982-10-31,HR,New York
577,Donna Sparks,59,Analyst,41700.12,Project3,1996-07-02,HR,New York
585,Elizabeth Harris,38,Engineer,83247.38,Alpha,2007-07-06,HR,New York
593,Lindsey Bentley,25,Developer,43304.33,Project6,2021-04-05,HR,New York
612,Anthony Berry,40,Engineer,121360.31,Project5,2008-05-06,HR,New York
613,Gabriela Brown,41,Manager,64735.24,Alpha,1970-07-30,HR,New York
614,Matthew Alvarado,48,Manager,140925.07,Project3,2011-11-23,HR,New York
620,Taylor Black,37,Consultant,88788.48,Project4,1996-03-05,HR,New York
621,Jennifer Thomas,32,Consultant,139261.3,Project4,2018-08-16,HR,New York
627,Michael Durham,24,Engineer,42457.48,Gamma,2010-09-06,HR,New York
630,Emily Neal,26,Manager,97765.11,Project5,2010-01-12,HR,New York
632,Michelle Carter,36,Manager,106763.18,Beta,2016-08-25,HR,New York
634,Carrie Esparza,39,Manager,40445.07,Project1,1980-07-24,HR,New York
638,Kimberly Sullivan,24,Consultant,118154.32,Project2,1990-09-26,HR,New York
647,Michael Brown,35,Manager,85265.76,Omega,2017-08-21,HR,New York
648,Kenneth Luna,34,Manager,47078.82,Project6,2001-02-06,HR,New York
650,Laura Jenkins,59,Engineer,51345.99,Alpha,1991-12-21,HR,New York
653,Jacqueline Reeves,50,Developer,118632.47,Alpha,2024-01-19,HR,New York
656,Steven Cole,36,Consultant,148918.83,Project3,1986-05-12,HR,New York
659,Andrea Shaw DDS,31,Analyst,120103.07,Project3,2017-11-05,HR,New York
667,Daniel Knight,33,Manager,112429.58,Alpha,1971-02-18,HR,New York
671,Sherry Rogers,26,Engineer,126462.84,Project5,1996-10-02,HR,New York
674,Kayla Martinez,52,Developer,98882.5,Project4,1990-08-30,HR,New York
675,Meghan Davis,49,Consultant,126845.94,Project5,2022-05-26,HR,New York
678,Jeff Becker,28,Developer,48118.67,Project2,1970-04-14,HR,New York
680,Jessica Lee,39,Developer,75992.27,Delta,1984-01-22,HR,New York
690,Steven Friedman,36,Analyst,102476.76,Project4,1983-08-23,HR,New York
716,Angela Cole,46,Engineer,145109.57,Omega,1995-12-07,HR,New York
721,Gabrielle Cobb,37,Developer,63338.71,Delta,1998-04-20,HR,New York
724,Joshua Lynch,60,Analyst,131195.7,Beta,1994-11-17,HR,New York
725,Julia Ray,42,Consultant,64304.66,Delta,1977-04-08,HR,New York
726,Michael Sims,39,Consultant,146764.63,Project2,1982-03-20,HR,New York
727,Kayla Hines,26,Manager,134332.83,Project1,2007-10-25,HR,New York
729,Vincent Mays,56,Consultant,71547.13,Omega,1990-07-20,HR,New York
737,Frank Daniels,29,Developer,94146.15,Beta,1977-09-30,HR,New York
741,Harold Hall,30,Developer,54902.52,Project5,1994-06-28,HR,New York
743,Mary Ware,32,Analyst,58248.29,Gamma,2003-05-09,HR,New York
746,Robin Webster,54,Manager,144244.79,Project4,2008-05-20,HR,New York
749,Robin Oneill,26,Developer,141749.14,Omega,2016-09-10,HR,New York
755,James Gardner,58,Manager,76129.96,Gamma,2008-11-26,HR,New York
756,Andrew Calhoun,44,Consultant,80939.16,Project1,2020-10-03,HR,New York
758,Bobby Gonzalez,30,Analyst,127791.43,Project5,2015-04-01,HR,New York
759,Sabrina Gaines,50,Engineer,67192.82,Project3,2023-07-15,HR,New York
764,John Miller,37,Manager,132419.97,Project2,2021-07-19,HR,New York
770,Valerie Turner,34,Analyst,48198.61,Project1,1979-01-18,HR,New York
776,Renee Goodwin,52,Analyst,111932.44,Omega,2007-12-14,HR,New York
778,Kimberly Vang,28,Consultant,119331.96,Project3,2023-09-14,HR,New York
787,Ann Soto,53,Consultant,138537.49,Project6,1995-05-01,HR,New York
793,Charles Steele,57,Manager,125844.25,Project6,1977-01-09,HR,New York
794,Katie Hendrix,26,Analyst,43007.52,Gamma,1991-12-11,HR,New York
796,Cynthia Meyer,60,Developer,131308.6,Project4,2019-04-06,HR,New York
797,Deborah Myers,51,Engineer,132349.6,Project6,2004-07-02,HR,New York
803,David Owens,47,Analyst,112257.02,Delta,2022-10-06,HR,New York
805,Elizabeth Castillo,53,Consultant,82346.49,Beta,1980-01-29,HR,New York
814,Angela Collier,24,Analyst,113456.23,Delta,1996-07-14,HR,New York
820,John Zavala,35,Engineer,148037.95,Omega,1987-02-01,HR,New York
828,Anthony Banks,35,Engineer,79143.03,Omega,1993-02-05,HR,New York
829,Jacob Lopez,49,Analyst,51921.06,Project6,1992-07-03,HR,New York
845,Stephen Rodriguez,50,Consultant,148071.41,Gamma,1999-06-19,HR,New York
846,Christy Lopez,45,Developer,101963.9,Gamma,1982-02-25,HR,New York
849,Evan Morris,59,Consultant,41839.18,Project3,2001-07-03,HR,New York
853,Lisa Garcia,25,Manager,67120.13,Project1,1988-04-21,HR,New York
875,Matthew Hansen,37,Developer,44940.82,Project4,2004-11-30,HR,New York
886,Brian Torres,44,Developer,119540.83,Project1,1970-03-25,HR,New York
888,Tyler West,23,Manager,123159.86,Project5,2017-07-30,HR,New York
893,James Smith,28,Developer,86275.11,Project4,1985-06-09,HR,New York
897,Bradley Franklin,36,Engineer,68275.59,Alpha,1987-12-02,HR,New York
912,Brandi Cook,32,Engineer,137936.17,Project5,2022-02-15,HR,New York
915,Anna Gonzalez,58,Developer,105627.07,Alpha,1987-04-13,HR,New York
932,Beverly Ross,39,Consultant,135024.49,Project6,2020-01-12,HR,New York
942,Mr. Brent Davenport,59,Analyst,92213.01,Project4,2003-02-23,HR,New York
946,Jason Johnson,56,Consultant,73713.19,Project5,2001-07-06,HR,New York
947,Ashley Miller,49,Developer,136059.49,Omega,2010-04-03,HR,New York
951,David Black,58,Analyst,148740.69,Alpha,2015-02-18,HR,New York
963,Andrew Ellis,22,Manager,59312.71,Project6,1979-12-03,HR,New York
964,Katherine Washington MD,50,Manager,114607.95,Project3,2023-07-09,HR,New York
970,Shelly Gutierrez,53,Consultant,85878.87,Project4,1983-07-05,HR,New York
975,James Hahn,49,Manager,131335.55,Alpha,2016-11-16,HR,New York
977,Derrick Perez DVM,39,Manager,99839.23,Project6,2021-01-27,HR,New York
979,Robin Russell,34,Manager,115569.27,Project1,2008-04-03,HR,New York
984,Zachary Hensley,56,Developer,107260.09,Project4,2020-10-04,HR,New York
985,Wyatt Vaughan,33,Engineer,99207.82,Omega,1990-01-29,HR,New York
990,Steven Young,34,Manager,112116.52,Project2,1973-02-17,HR,New York
994,Terry Walters,59,Engineer,55754.18,Alpha,2010-06-18,HR,New York
997,Lauren Johnson,56,Manager,46239.38,Project6,2013-09-15,HR,New York
998,Cole Wang,55,Analyst,68957.84,Omega,2005-09-25,HR,New York
3,Tracy Martin,42,Analyst,94998.96,Alpha,1982-04-06,HR,New York
5,Sean Mccarthy,58,Engineer,109255.6,Project3,1992-01-06,HR,New York
7,Paul Richardson,43,Developer,70533.66,Alpha,1991-09-21,HR,New York
19,Robin Vincent,36,Manager,115581.66,Gamma,1981-11-15,HR,New York
29,Allen Boyer,43,Manager,44023.43,Gamma,1980-08-03,HR,New York
30,Cheryl Moore,43,Manager,131831.15,Delta,1995-09-16,HR,New York
38,Jennifer Smith,34,Manager,106576.77,Alpha,1979-11-25,HR,New York
45,Eric Guzman,23,Analyst,91900.5,Alpha,1994-11-01,HR,New York
55,Kelsey Rivera,34,Engineer,84462.9,Omega,2001-02-15,HR,New York
68,Bryan Mccoy,37,Manager,53512.48,Project1,1986-09-25,HR,New York
72,Christopher Park,37,Consultant,96838.59,Project5,1984-12-20,HR,New York
83,Allen Lee,36,Engineer,104205.39,Project2,2007-11-17,HR,New York
86,Pamela Hunt,27,Manager,45437.14,Beta,1971-03-05,HR,New York
89,James Bender,46,Developer,132623.69,Project5,1998-02-11,HR,New York
90,Lisa Woodward,59,Developer,76895.3,Project2,1992-04-06,HR,New York
91,Christine Hamilton,28,Consultant,106328.36,Beta,1991-06-04,HR,New York
92,Michael Rivers,58,Developer,41059.75,Delta,1977-05-04,HR,New York
94,Mario Arnold,38,Engineer,72965.89,Project1,2005-03-25,HR,New York
95,Dylan Lopez,37,Consultant,71902.75,Project5,2016-03-11,HR,New York
106,Michael Graham,36,Engineer,55263.8,Delta,2011-07-01,HR,New York
112,Karen Cooper,26,Developer,140701.74,Beta,1973-03-08,HR,New York
117,Terri Johnson,49,Consultant,54662.44,Project6,2002-02-16,HR,New York
118,Raymond Jones,37,Manager,129531.79,Project3,1973-02-27,HR,New York
120,Debbie Hernandez,41,Developer,71438.12,Project6,2024-08-27,HR,New York
141,Ryan Grant,37,Engineer,85047.83,Omega,1995-01-03,HR,New York
143,William Miller,47,Analyst,63903.27,Project5,1987-01-14,HR,New York
144,Hailey Gonzalez,36,Analyst,132214.64,Project5,1973-08-23,HR,New York
146,Tammy Robertson,25,Manager,117787.61,Alpha,2015-06-15,HR,New York
147,Allison Quinn,31,Engineer,51978.51,Project6,2019-07-31,HR,New York
151,Ryan Rivera,51,Manager,95312.42,Project6,1997-11-16,HR,New York
160,Lisa Marks,40,Analyst,100723.31,Delta,2009-06-05,HR,New York
161,Walter Gonzalez,39,Manager,52163.98,Delta,1988-11-04,HR,New York
169,Tom Henderson,47,Manager,69033.14,Project6,1999-09-21,HR,New York
174,Amanda Patton,48,Manager,58258.22,Project3,1995-08-04,HR,New York
184,Michael Wolf,54,Analyst,123993.18,Project4,2023-08-24,HR,New York
185,Mindy Day,29,Developer,109756.37,Project4,2014-05-10,HR,New York
186,Timothy Carter,23,Developer,74852.77,Project2,1999-11-19,HR,New York
204,Douglas Sellers DDS,53,Developer,79268.62,Beta,1975-08-12,HR,New York
209,Megan Sparks,36,Consultant,145708.71,Alpha,2019-06-16,HR,New York
